id,dominio_gabarito,features_refair,features_proxy_intersecao,features_dominio_ontologia,refair_dentro_do_dominio,refair_falsos_positivos
A19US4Ge,Finance & Marketing,age; ethnicity; gender; geography; sex,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,Não,ethnicity
A19US5Ge,Finance & Marketing,age; ethnicity; gender; race; sex,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,Não,ethnicity
A19US6Ge,Finance & Marketing,,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,—,
A19US7Ge,Finance & Marketing,age; ethnicity; gender; geography; sex,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,Não,ethnicity
A19US8Ge,Finance & Marketing,geography; news provider; textual references to people and their demographics,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,Não,news provider; textual references to people and their demographics
A19US9Ge,Finance & Marketing,,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,—,
A19US10Ge,Finance & Marketing,age; gender; geography; race; sex,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,Sim,
A19US1Ll,Finance & Marketing,,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,—,
A19US2Ll,Finance & Marketing,gender,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,Sim,
A19US3Ll,Finance & Marketing,,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,—,
A19US4Ll,Finance & Marketing,,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,—,
A19US5Ll,Finance & Marketing,,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,—,
A19US6Ll,Finance & Marketing,age; gender; geography; race; sex,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,Sim,
A19US7Ll,Finance & Marketing,age; ethnicity; gender; geography; sex,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,Não,ethnicity
A19US8Ll,Finance & Marketing,age; disability; gender; geography; race; skin color; skin tone; skin type,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,Não,disability; skin color; skin tone; skin type
A19US9Ll,Finance & Marketing,geography; news provider; textual references to people and their demographics,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,Não,news provider; textual references to people and their demographics
A19US10Ll,Finance & Marketing,,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,—,
A19US1O1,Finance & Marketing,gender,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,Sim,
A19US2O1,Finance & Marketing,,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,—,
A19US3O1,Finance & Marketing,,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,—,
A19US4O1,Finance & Marketing,gender,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,Sim,
A19US5O1,Finance & Marketing,age; gender; geography; race; sex,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,Sim,
A19US6O1,Finance & Marketing,,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,—,
A19US7O1,Finance & Marketing,activity; age; gender; geography; race; sex,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,Sim,
A19US8O1,Finance & Marketing,age; gender; geography; race; skin tone,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,Não,skin tone
A19US9O1,Finance & Marketing,,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,—,
A19US10O1,Finance & Marketing,,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,—,
A20US1Ge,Psychology,age; ethnicity; gender; geography; sex,age; ethnicity; gender; geography,age; ethnicity; gender; geography,Não,sex
A20US2Ge,Psychology,,age; ethnicity; gender; geography,age; ethnicity; gender; geography,—,
A20US3Ge,Psychology,age; ethnicity; gender; geography; sex,age; ethnicity; gender; geography,age; ethnicity; gender; geography,Não,sex
A20US4Ge,Psychology,,age; ethnicity; gender; geography,age; ethnicity; gender; geography,—,
A20US5Ge,Psychology,age; geography; race,age; ethnicity; gender; geography,age; ethnicity; gender; geography,Não,race
A20US6Ge,Psychology,,age; ethnicity; gender; geography,age; ethnicity; gender; geography,—,
A20US7Ge,Psychology,age; ethnicity; gender; geography; sex,age; ethnicity; gender; geography,age; ethnicity; gender; geography,Não,sex
A20US8Ge,Psychology,,age; ethnicity; gender; geography,age; ethnicity; gender; geography,—,
A20US9Ge,Psychology,age; gender; geography; race; sex,age; ethnicity; gender; geography,age; ethnicity; gender; geography,Não,race; sex
A20US10Ge,Psychology,age; ethnicity; gender; geography; sex,age; ethnicity; gender; geography,age; ethnicity; gender; geography,Não,sex
A20US1Ll,Psychology,age; ethnicity; gender; race; sex,age; ethnicity; gender; geography,age; ethnicity; gender; geography,Não,race; sex
A20US2Ll,Psychology,,age; ethnicity; gender; geography,age; ethnicity; gender; geography,—,
A20US3Ll,Psychology,,age; ethnicity; gender; geography,age; ethnicity; gender; geography,—,
A20US4Ll,Psychology,,age; ethnicity; gender; geography,age; ethnicity; gender; geography,—,
A20US5Ll,Psychology,activity; age; gender; geography; race; sex,age; ethnicity; gender; geography,age; ethnicity; gender; geography,Não,activity; race; sex
A20US6Ll,Psychology,,age; ethnicity; gender; geography,age; ethnicity; gender; geography,—,
A20US7Ll,Psychology,age; ethnicity; gender; geography; race; sex,age; ethnicity; gender; geography,age; ethnicity; gender; geography,Não,race; sex
A20US8Ll,Psychology,age; ethnicity; gender; geography,age; ethnicity; gender; geography,age; ethnicity; gender; geography,Sim,
A20US9Ll,Psychology,age; ethnicity; gender; geography; sex,age; ethnicity; gender; geography,age; ethnicity; gender; geography,Não,sex
A20US10Ll,Psychology,age; gender,age; ethnicity; gender; geography,age; ethnicity; gender; geography,Sim,
A20US1O1,Psychology,age; ethnicity; gender; geography; sex,age; ethnicity; gender; geography,age; ethnicity; gender; geography,Não,sex
A20US2O1,Psychology,age; ethnicity; gender; geography; sex,age; ethnicity; gender; geography,age; ethnicity; gender; geography,Não,sex
A20US3O1,Psychology,,age; ethnicity; gender; geography,age; ethnicity; gender; geography,—,
A20US4O1,Psychology,age; gender; geography; race; sex,age; ethnicity; gender; geography,age; ethnicity; gender; geography,Não,race; sex
A20US5O1,Psychology,age; ethnicity; gender; geography; sex,age; ethnicity; gender; geography,age; ethnicity; gender; geography,Não,sex
A20US6O1,Psychology,age; ethnicity; gender; race; sex,age; ethnicity; gender; geography,age; ethnicity; gender; geography,Não,race; sex
A20US7O1,Psychology,,age; ethnicity; gender; geography,age; ethnicity; gender; geography,—,
A20US8O1,Psychology,,age; ethnicity; gender; geography,age; ethnicity; gender; geography,—,
A20US9O1,Psychology,,age; ethnicity; gender; geography,age; ethnicity; gender; geography,—,
A20US10O1,Psychology,,age; ethnicity; gender; geography,age; ethnicity; gender; geography,—,
A21US1Ge,Economics,,age; birthplace; disability; family size; gender; geography; race; sex,age; birthplace; disability; family size; gender; geography; nationality; race; sex,—,
A21US2Ge,Economics,,age; birthplace; disability; family size; gender; geography; race; sex,age; birthplace; disability; family size; gender; geography; nationality; race; sex,—,
A21US3Ge,Economics,,age; birthplace; disability; family size; gender; geography; race; sex,age; birthplace; disability; family size; gender; geography; nationality; race; sex,—,
A21US4Ge,Economics,,age; birthplace; disability; family size; gender; geography; race; sex,age; birthplace; disability; family size; gender; geography; nationality; race; sex,—,
A21US5Ge,Economics,age; gender; geography; race; sex,age; birthplace; disability; family size; gender; geography; race; sex,age; birthplace; disability; family size; gender; geography; nationality; race; sex,Sim,
A21US6Ge,Economics,,age; birthplace; disability; family size; gender; geography; race; sex,age; birthplace; disability; family size; gender; geography; nationality; race; sex,—,
A21US7Ge,Economics,activity; age; gender; geography; race; sex,age; birthplace; disability; family size; gender; geography; race; sex,age; birthplace; disability; family size; gender; geography; nationality; race; sex,Não,activity
A21US8Ge,Economics,age; ethnicity; gender; geography; sex,age; birthplace; disability; family size; gender; geography; race; sex,age; birthplace; disability; family size; gender; geography; nationality; race; sex,Não,ethnicity
A21US9Ge,Economics,age; gender; geography; race; sex,age; birthplace; disability; family size; gender; geography; race; sex,age; birthplace; disability; family size; gender; geography; nationality; race; sex,Sim,
A21US10Ge,Economics,,age; birthplace; disability; family size; gender; geography; race; sex,age; birthplace; disability; family size; gender; geography; nationality; race; sex,—,
A21US1Ll,Economics,age; ethnicity; gender; race; sex,age; birthplace; disability; family size; gender; geography; race; sex,age; birthplace; disability; family size; gender; geography; nationality; race; sex,Não,ethnicity
A21US2Ll,Economics,age; ethnicity; gender; geography; sex,age; birthplace; disability; family size; gender; geography; race; sex,age; birthplace; disability; family size; gender; geography; nationality; race; sex,Não,ethnicity
A21US3Ll,Economics,age; birthplace; disability; family size; gender; geography; race; sex,age; birthplace; disability; family size; gender; geography; race; sex,age; birthplace; disability; family size; gender; geography; nationality; race; sex,Sim,
A21US4Ll,Economics,,age; birthplace; disability; family size; gender; geography; race; sex,age; birthplace; disability; family size; gender; geography; nationality; race; sex,—,
A21US5Ll,Economics,,age; birthplace; disability; family size; gender; geography; race; sex,age; birthplace; disability; family size; gender; geography; nationality; race; sex,—,
A21US6Ll,Economics,,age; birthplace; disability; family size; gender; geography; race; sex,age; birthplace; disability; family size; gender; geography; nationality; race; sex,—,
A21US7Ll,Economics,,age; birthplace; disability; family size; gender; geography; race; sex,age; birthplace; disability; family size; gender; geography; nationality; race; sex,—,
A21US8Ll,Economics,age; gender; geography; race; sex,age; birthplace; disability; family size; gender; geography; race; sex,age; birthplace; disability; family size; gender; geography; nationality; race; sex,Sim,
A21US9Ll,Economics,,age; birthplace; disability; family size; gender; geography; race; sex,age; birthplace; disability; family size; gender; geography; nationality; race; sex,—,
A21US10Ll,Economics,age; ethnicity; gender; race; sex,age; birthplace; disability; family size; gender; geography; race; sex,age; birthplace; disability; family size; gender; geography; nationality; race; sex,Não,ethnicity
A21US1O1,Economics,,age; birthplace; disability; family size; gender; geography; race; sex,age; birthplace; disability; family size; gender; geography; nationality; race; sex,—,
A21US2O1,Economics,,age; birthplace; disability; family size; gender; geography; race; sex,age; birthplace; disability; family size; gender; geography; nationality; race; sex,—,
A21US3O1,Economics,,age; birthplace; disability; family size; gender; geography; race; sex,age; birthplace; disability; family size; gender; geography; nationality; race; sex,—,
A21US4O1,Economics,age; gender; geography; race; sex,age; birthplace; disability; family size; gender; geography; race; sex,age; birthplace; disability; family size; gender; geography; nationality; race; sex,Sim,
A21US5O1,Economics,,age; birthplace; disability; family size; gender; geography; race; sex,age; birthplace; disability; family size; gender; geography; nationality; race; sex,—,
A21US6O1,Economics,,age; birthplace; disability; family size; gender; geography; race; sex,age; birthplace; disability; family size; gender; geography; nationality; race; sex,—,
A21US7O1,Economics,geography; race,age; birthplace; disability; family size; gender; geography; race; sex,age; birthplace; disability; family size; gender; geography; nationality; race; sex,Sim,
A21US8O1,Economics,age; ethnicity; gender; geography; race; sex,age; birthplace; disability; family size; gender; geography; race; sex,age; birthplace; disability; family size; gender; geography; nationality; race; sex,Não,ethnicity
A21US9O1,Economics,age; caste; ethnicity; financial status; gender; geography; race; sex,age; birthplace; disability; family size; gender; geography; race; sex,age; birthplace; disability; family size; gender; geography; nationality; race; sex,Não,caste; ethnicity; financial status
A21US10O1,Economics,,age; birthplace; disability; family size; gender; geography; race; sex,age; birthplace; disability; family size; gender; geography; nationality; race; sex,—,
A22US1Ge,Economics,,age; gender; geography; race; sex,age; birthplace; disability; family size; gender; geography; nationality; race; sex,—,
A22US2Ge,Economics,,age; gender; geography; race; sex,age; birthplace; disability; family size; gender; geography; nationality; race; sex,—,
A22US3Ge,Economics,,age; gender; geography; race; sex,age; birthplace; disability; family size; gender; geography; nationality; race; sex,—,
A22US4Ge,Economics,age; ethnicity; gender; geography; sex,age; gender; geography; race; sex,age; birthplace; disability; family size; gender; geography; nationality; race; sex,Não,ethnicity
